location	strings	target	target-marathi-final
ClipByMask#11	Create tiled output (only used for the GTiff format)	टाइल्ड निर्गम बनाए (केवल GTiff प्रारूप के लिए उपयोग किया जाता है)	
ClipByMask#12	Control whether the created file is a BigTIFF or a classic TIFF		
ClipByMask#13	Force the generation of an associated ESRI world file (.tfw))		
ClipByMask#14	Additional creation parameters	अतिरिक्त निर्माण मापदंड	
ClipByMask#15	Clipped (mask)	कतरा हुआ (नकाब)	
ClipByMask#16	Clip raster by mask layer	नकाब लेयर के आधार पर रास्टर कतरें	
ClipByMask#17	[GDAL] Extraction	[जीडाल] निकालना	
ClipByMask#18	Nodata value, leave blank to take the nodata value from input	डाटानहीं मान, अगत से डाटानहीं मान लेने के लिए खाली छोड़ें	
ClipData#1	Clip Data	डेटा कतरें	
ClipData#2	Points	बिंदु	
ClipData#3	Input LAS layer	आगत LAS लेयर	
ClipData#4	Extent	विस्तार	
ClipData#5	Shape	आकार	
ClipData#6	Output clipped LAS file	निर्गत कतरी हुई LAS लेयर	
ClipData#7	Ground file for height normalization		
ClipData#8	Convert point elevations into heights above ground (used with the above command)		
ClipRasterByExtent#1	Input layer	आगत लेयर	
ClipRasterByExtent#2	Clipping extent	कतरन विस्तार	
ClipRasterByExtent#3	Assign a specified nodata value to output bands		
ClipRasterByExtent#4	Additional creation parameters	अतिरिक्त निर्माण मापदंड	
ClipRasterByExtent#5	Output data type		
ClipRasterByExtent#6	Clipped (extent)	कतरा गया (विस्तार)	
ClipRasterByExtent#7	Clip raster by extent	विस्तार के आधार पर रास्टर कतरें	
ClipRasterByExtent#8	Raster extraction		
ClipRasterByMask#1	Input layer	आगत लेयर	
ClipRasterByMask#2	Mask layer	नकाब लेयर	
ClipRasterByMask#3	Assign a specified nodata value to output bands		
ClipRasterByMask#4	Create and output alpha band	एक निर्गम अल्फा बैंड बनावें	
ClipRasterByMask#5	Crop the extent of the target dataset to the extent of the cutline		
ClipRasterByMask#6	Keep resolution of output raster	निर्गत रास्टर का रिजॉल्‍यूशन रखें	
ClipRasterByMask#7	Additional creation parameters	अतिरिक्त निर्माण मापदंड	
ClipRasterByMask#8	Output data type		
ClipRasterByMask#9	Clipped (mask)	कतरा हुआ (नकाब)	
ClipRasterByMask#10	Clip raster by mask layer	नकाब लेयर के आधार पर रास्टर कतरें	
ClipRasterByMask#11	Raster extraction		
ClipVectorByExtent#1	Input layer	आगत लेयर	
ClipVectorByExtent#2	Clipping extent	कतरन विस्तार	
ClipVectorByExtent#3	Additional creation options	अतिरिक्त निर्माण विकल्प	
ClipVectorByExtent#4	Clipped (extent)	कतरा गया (विस्तार)	
ClipVectorByExtent#5	Clip vector by extent		
ClipVectorByExtent#6	Vector geoprocessing		
ClipVectorByMask#1	Input layer	आगत लेयर	
ClipVectorByMask#2	Mask layer	नकाब लेयर	
ClipVectorByMask#3	Additional creation options	अतिरिक्त निर्माण विकल्प	
ClipVectorByMask#4	Clipped (mask)	कतरा हुआ (नकाब)	
ClipVectorByMask#5	Clip vector by mask layer		
ClipVectorByMask#6	Vector geoprocessing		
CloudMetrics#1	Cloud Metrics	क्लाउड मेट्रिक्स	
CloudMetrics#2	Points	बिंदु	
CloudMetrics#3	Input LAS layer	आगत LAS लेयर	
CloudMetrics#4	Output file with tabular metric information	सारणीबद्ध मीट्रिक जानकारी के साथ निर्गम फाइल	
CloudMetrics#5	Above	ऊपर	
CloudMetrics#6	First Impulse	पहला आवेग	
CloudMetrics#7	First Return	पहला रिटर्न	
CloudMetrics#8	Htmin	Htmin	
ColorRelief#1	[GDAL] Analysis	[जीडाल] विश्लेषण	
ColorRelief#2	Use strict color matching		
ColorRelief#3	Use closest RGBA quadruplet		
ColorRelief#4	Input layer	आगत लेयर	
ColorRelief#5	Band number	बैंड संख्या	
ColorRelief#6	Compute edges	किनारों की गणना करें	
ColorRelief#7	Color configuration file	रंग विन्यास फाइल	
ColorRelief#8	Matching mode	मिलता हुआ मोड	
ColorRelief#9	Additional creation parameters	अतिरिक्त निर्माण मापदंड	
ColorRelief#10	Color relief	रंगीन उभार	
ColorRelief#11	Raster analysis		
CommanderWindow#1	Missing dependency	गुम निर्भरता	
ConcaveHull#1	Vector geometry		
ConcaveHull#2	Input point layer	आगत बिंदु लेयर	
ConcaveHull#3	Threshold (0-1, where 1 is equivalent with Convex Hull)	दहलीज़ (0-1, जहाँ 1 Convex Hull के बराबर है)	
ConcaveHull#4	Allow holes	छेद अनुमति	
ConcaveHull#5	Split multipart geometry into singleparts geometries	बहु-भागीय ज्यामिति को एक-भागीय ज्यामिति में विभाजित करें	
ConcaveHull#6	Concave hull	अवतल खोल	
ConcaveHull#7	Vector geometry tools	वेक्टर ज्यामिति साधन	
ConcaveHull#8	Creating Delaunay triangles...	डेलौनरी त्रिभुज बना रहा...	
ConcaveHull#9	Computing edges max length...	किनारों की अधिकतम लंबाई की गणना जारी...	
ConcaveHull#10	No Delaunay triangles created.		
ConcaveHull#11	Removing features...	नक्शा अनुभागों को हटा रहा...	
ConcaveHull#12	Dissolving Delaunay triangles...	डेलौनरी त्रिभुज विलय कर रहा...	
ConcaveHull#13	Saving data...	डेटा संरक्षित कर रहा...	
ConfigDialog#1	Search...	खोजें...	
ConfigDialog#2	Setting	समायोजन	
ConfigDialog#3	Value	मान	
ConfigDialog#4	General	सामान्य	
ConfigDialog#5	Models	मॉडल्‍स	
ConfigDialog#6	Scripts	स्क्रिप्ट	
ConfigDialog#7	Providers	प्रदाता	
ConfigDialog#8	Menus		
ConfigDialog#9	Reset to defaults	स्वतः में पुन:-व्यवस्थित करें	
ConfigDialog#10	Wrong value for parameter "{0}":  {1}		
ConfigDialog#11	Menus (requires restart)		
ConfigDialog#12	Wrong value	गलत मान	
ConfigDialog#13	Wrong value for parameter "%s":  %s		
ConvexHull#1	Input layer	आगत लेयर	
ConvexHull#2	Field (optional, only used if creating convex hulls by classes)	स्तंभ (वैकल्पिक, जब क्लास से convex hulls बना रहा तभी उपयोगित)	
ConvexHull#3	Method	विधि	
ConvexHull#4	Convex hull	उत्तल खोल	
ConvexHull#5	Vector geometry tools	वेक्टर ज्यामिति साधन	
ConvexHull#6	Create single minimum convex hull	एकल न्यूनतम उत्तल खोल बनावें	
ConvexHull#7	Create convex hulls based on field		
ConvexHull#8	Exception while computing convex hull	convex hull गणना के दौरान अपवाद	
CoordinateCapture#1	Coordinate Capture	निर्देशांक प्राप्ति	
CoordinateCapture#2	Click on the map to view coordinates and capture to clipboard.	निर्देशांक देखने और क्लिपबोर्ड पर लाने के लिए मैप पर क्लिक करें.	
CoordinateCapture#3	&Coordinate Capture	&निर्देशांक प्राप्ति	
CoordinateCapture#4	Click to select the CRS to use for coordinate display	निर्देशांक देखने के CRS चयन करने हेतु क्लिक करें	
CoordinateCapture#5	Coordinate in your selected CRS (lat,lon or east,north)	आपकी चयनित निर्देशांक संदर्भ प्रणाली में निर्देशांक (अक्षांश, देशांतर या पूर्व, उत्तर)	
CoordinateCapture#6	Coordinate in map canvas coordinate reference system (lat,lon or east,north)	मैप कैनवास के निर्देशांक संदर्भ प्रणाली में निर्देशांक (अक्षांश, देशांतर या पूर्व, उत्तर)	
CoordinateCapture#7	Copy to clipboard	क्लिपबोर्ड में कॉपी	
CoordinateCapture#8	Click to enable mouse tracking. Click the canvas to stop	माउस ट्रैकिंग को सक्षम करने के लिए क्लिक करें. रोकने के लिए कैनवास पर क्लिक करें	
CoordinateCapture#9	Start capture	निर्देशांक लेना प्रारंभ करें	
CoordinateCapture#10	Click to enable coordinate capture	निर्देशांक लेने में सक्षम करने के लिए क्लिक करें	
Cover#1	Points	बिंदु	
Cover#2	Input LAS layer	आगत LAS लेयर	
Cover#3	Input ground DTM layer	आगत ग्राउंड DTM लेयर	
Cover#4	Cellsize	सेलआकार	
Cover#5	Heightbreak	ऊंचाईब्रेक	
Cover#6	XY Units	XY इकाइयाँ	
Cover#7	Z Units	Z इकाइयॉ	
Cover#8	Cover	आवृत	
CreateAttributeIndex#1	Vector general		
CreateAttributeIndex#2	Input Layer	आगत लेयर	
CreateAttributeIndex#3	Attribute to index		
CreateAttributeIndex#4	Indexed layer		
CreateAttributeIndex#5	Create attribute index		
CreateAttributeIndex#6	Can not create attribute index on "{}"		
CreateAttributeIndex#7	Could not create attribute index		
CreateAttributeIndex#8	Layer's data provider does not support creating attribute indexes		
